Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count
Ford,Fiesta,2009,4.8,Diesel,Semi-Automatic,17704,4,1
Toyota,RAV4,2021,2.3,Electric,Semi-Automatic,287595,5,4
Hyundai,Sonata,2022,3.1,Hybrid,Automatic,28342,3,5
Honda,Accord,2006,3.7,Petrol,Manual,191695,4,1
BMW,5 Series,2019,3.9,Electric,Automatic,103855,2,3
Volkswagen,Passat,2019,3.5,Petrol,Automatic,241961,3,1
Audi,A3,2017,3.8,Electric,Automatic,49554,5,5
Honda,Accord,2021,3.7,Electric,Manual,279200,2,1
Hyundai,Elantra,2021,2.2,Electric,Manual,80426,5,2
Kia,Sportage,2009,1.7,Hybrid,Automatic,15117,4,2
Mercedes,E-Class,2000,3.0,Hybrid,Semi-Automatic,83334,2,2
Ford,Focus,2004,2.5,Electric,Automatic,81781,2,3
Hyundai,Tucson,2002,2.6,Petrol,Semi-Automatic,11401,5,4
Chevrolet,Malibu,2016,2.8,Hybrid,Semi-Automatic,42849,3,5
Toyota,RAV4,2012,4.7,Hybrid,Automatic,237823,4,5
Toyota,RAV4,2002,2.6,Electric,Automatic,231799,4,4
Hyundai,Elantra,2011,2.0,Petrol,Semi-Automatic,23785,5,5
BMW,X5,2013,2.3,Petrol,Semi-Automatic,216833,4,3
Toyota,RAV4,2011,4.1,Petrol,Automatic,266197,2,4
Audi,A3,2006,2.0,Diesel,Manual,229663,2,2
Chevrolet,Equinox,2011,3.2,Electric,Manual,293123,3,4
Honda,Civic,2017,4.8,Diesel,Automatic,45576,2,4
Audi,A4,2011,3.1,Hybrid,Semi-Automatic,220492,3,3
Kia,Optima,2021,2.2,Hybrid,Automatic,205621,5,1
BMW,3 Series,2000,3.3,Diesel,Semi-Automatic,188844,5,3
Mercedes,C-Class,2011,4.2,Petrol,Semi-Automatic,292078,3,4
Kia,Sportage,2017,1.8,Diesel,Semi-Automatic,224726,5,4
Ford,Fiesta,2007,2.7,Electric,Manual,148284,5,4
Ford,Explorer,2011,2.3,Hybrid,Manual,193499,3,5
BMW,5 Series,2002,2.9,Diesel,Semi-Automatic,152266,4,2
Kia,Sportage,2006,2.1,Hybrid,Manual,219324,2,5
Audi,A4,2020,1.7,Petrol,Manual,147922,4,2
BMW,X5,2008,4.9,Hybrid,Semi-Automatic,43125,4,1
Chevrolet,Malibu,2009,3.5,Hybrid,Automatic,82111,3,1
Ford,Fiesta,2009,4.5,Hybrid,Semi-Automatic,98504,2,4
Volkswagen,Passat,2005,4.3,Diesel,Automatic,102606,5,1
Toyota,Camry,2006,3.6,Petrol,Semi-Automatic,191491,2,1
Volkswagen,Passat,2012,1.9,Electric,Semi-Automatic,149619,4,4
Chevrolet,Impala,2023,3.5,Hybrid,Automatic,192182,4,2
Chevrolet,Impala,2018,4.5,Hybrid,Manual,290473,2,2
Audi,A4,2020,1.2,Petrol,Semi-Automatic,38486,2,1
Honda,Civic,2023,2.3,Petrol,Automatic,115197,2,1
Chevrolet,Impala,2011,1.8,Petrol,Semi-Automatic,42008,2,3
Kia,Optima,2020,4.3,Electric,Automatic,274031,3,5
Volkswagen,Passat,2023,3.6,Diesel,Automatic,144501,4,2
Honda,Civic,2019,2.5,Hybrid,Manual,131432,4,5
Ford,Explorer,2023,2.2,Petrol,Manual,56423,3,4
BMW,X5,2000,3.3,Diesel,Manual,194043,3,4
Honda,CR-V,2018,1.2,Petrol,Manual,166808,5,2
Toyota,Corolla,2000,1.7,Electric,Automatic,129804,2,4
Kia,Sportage,2021,1.3,Hybrid,Manual,197902,5,5
Kia,Optima,2004,2.7,Petrol,Manual,64560,5,2
Mercedes,GLA,2017,4.7,Diesel,Semi-Automatic,162160,3,5
Hyundai,Tucson,2006,1.2,Diesel,Automatic,55653,5,3
Audi,A3,2003,3.3,Hybrid,Semi-Automatic,202661,5,3
Mercedes,C-Class,2005,3.2,Hybrid,Semi-Automatic,124627,5,1
Ford,Fiesta,2005,4.6,Petrol,Automatic,224243,3,1
Chevrolet,Malibu,2019,2.0,Electric,Semi-Automatic,167665,4,1
Hyundai,Sonata,2010,1.2,Hybrid,Manual,168486,4,2
Hyundai,Elantra,2004,2.3,Diesel,Automatic,68714,4,4
Volkswagen,Passat,2013,3.6,Petrol,Automatic,297197,4,1
Chevrolet,Malibu,2002,2.2,Hybrid,Automatic,51457,5,3
Ford,Focus,2012,3.5,Diesel,Automatic,252260,4,5
Volkswagen,Passat,2001,4.9,Diesel,Semi-Automatic,251811,3,3
Kia,Optima,2002,1.0,Diesel,Automatic,62764,3,5
Chevrolet,Malibu,2014,4.6,Diesel,Semi-Automatic,122463,4,5
Volkswagen,Passat,2018,4.0,Hybrid,Manual,202262,2,4
Kia,Sportage,2020,1.7,Petrol,Automatic,187468,3,4
Audi,A4,2005,2.9,Electric,Automatic,187906,5,2
BMW,3 Series,2015,4.0,Electric,Semi-Automatic,151680,4,3
Volkswagen,Tiguan,2021,2.0,Hybrid,Automatic,234068,4,5
Toyota,Camry,2012,4.1,Hybrid,Automatic,97971,5,1
BMW,3 Series,2002,1.7,Hybrid,Manual,99211,2,3
Hyundai,Tucson,2000,3.7,Hybrid,Automatic,127711,4,5
Hyundai,Elantra,2006,3.4,Petrol,Semi-Automatic,26018,3,2
Audi,Q5,2000,2.8,Diesel,Semi-Automatic,43964,2,5
BMW,X5,2019,2.4,Electric,Manual,35696,3,1
Audi,Q5,2004,2.9,Diesel,Manual,133338,3,1
Chevrolet,Impala,2011,1.7,Diesel,Manual,39156,3,1
Hyundai,Elantra,2010,1.7,Electric,Semi-Automatic,50086,2,1
Ford,Focus,2019,1.1,Petrol,Semi-Automatic,255997,4,1
Audi,Q5,2023,3.0,Diesel,Automatic,261156,5,1
Hyundai,Tucson,2002,1.3,Petrol,Automatic,185646,5,2
Chevrolet,Equinox,2009,4.0,Petrol,Automatic,35778,5,4
Ford,Fiesta,2022,4.1,Electric,Manual,4726,3,1
Honda,CR-V,2019,1.5,Hybrid,Automatic,251069,4,3
Ford,Explorer,2010,4.6,Diesel,Manual,50227,5,5
Chevrolet,Malibu,2013,3.7,Hybrid,Manual,123113,5,2
Audi,A4,2014,4.7,Diesel,Semi-Automatic,198468,5,2
Mercedes,GLA,2011,4.4,Electric,Automatic,134825,3,5
Mercedes,C-Class,2018,1.1,Hybrid,Automatic,85348,5,4
Volkswagen,Passat,2000,1.8,Petrol,Automatic,222084,2,3
Toyota,Corolla,2001,1.0,Petrol,Manual,134631,3,4
Chevrolet,Equinox,2003,4.1,Hybrid,Manual,82053,3,1
Mercedes,E-Class,2003,4.8,Hybrid,Semi-Automatic,225791,5,3
Ford,Explorer,2010,3.5,Petrol,Manual,198438,2,2
Toyota,RAV4,2008,3.2,Hybrid,Manual,79458,3,3
Hyundai,Tucson,2010,4.4,Petrol,Automatic,268313,5,5
Honda,CR-V,2009,3.5,Petrol,Automatic,204765,2,2
Toyota,RAV4,2021,4.8,Diesel,Manual,104524,2,3
Chevrolet,Malibu,2018,2.1,Hybrid,Automatic,42708,2,4
Chevrolet,Impala,2002,2.9,Hybrid,Automatic,272265,5,1
Toyota,RAV4,2020,2.7,Hybrid,Semi-Automatic,229293,4,2
Audi,Q5,2002,1.4,Electric,Semi-Automatic,176728,3,1
Mercedes,C-Class,2016,3.4,Diesel,Automatic,141737,4,1
Kia,Sportage,2011,4.0,Diesel,Automatic,201949,2,4
Honda,Civic,2004,1.0,Diesel,Semi-Automatic,23445,4,5
Toyota,Corolla,2016,1.6,Petrol,Semi-Automatic,67192,2,4
Hyundai,Sonata,2018,1.5,Hybrid,Semi-Automatic,181778,5,1
Honda,CR-V,2020,2.4,Hybrid,Manual,103185,2,3
Toyota,Corolla,2023,3.4,Hybrid,Semi-Automatic,19096,3,2
Audi,Q5,2012,4.5,Diesel,Manual,187400,5,3
BMW,X5,2018,2.8,Hybrid,Semi-Automatic,115288,5,1
Hyundai,Elantra,2012,4.4,Petrol,Semi-Automatic,179403,5,3
Toyota,Corolla,2018,2.6,Hybrid,Automatic,17983,3,3
Mercedes,E-Class,2016,2.4,Diesel,Automatic,227774,3,2
BMW,5 Series,2018,1.6,Hybrid,Automatic,117550,2,2
BMW,3 Series,2015,1.2,Hybrid,Manual,241727,5,1
Ford,Fiesta,2023,4.8,Hybrid,Semi-Automatic,209679,5,4
Hyundai,Sonata,2010,1.7,Hybrid,Semi-Automatic,217611,4,2
Honda,Accord,2009,3.3,Diesel,Automatic,248973,3,3
Volkswagen,Tiguan,2010,4.5,Hybrid,Automatic,234158,5,4
Audi,A4,2005,3.3,Electric,Semi-Automatic,188588,2,4
Ford,Focus,2007,1.6,Diesel,Semi-Automatic,66019,4,4
Kia,Sportage,2010,3.2,Diesel,Automatic,223473,3,4
Honda,Civic,2009,1.0,Petrol,Manual,285502,4,4
Ford,Fiesta,2002,4.6,Hybrid,Manual,103548,5,4
Audi,Q5,2023,2.8,Diesel,Automatic,236824,3,5
Mercedes,E-Class,2013,4.0,Hybrid,Manual,54259,5,1
Chevrolet,Impala,2021,1.3,Electric,Automatic,52051,5,1
Kia,Sportage,2006,1.5,Petrol,Semi-Automatic,230750,5,3
Honda,CR-V,2017,3.3,Hybrid,Semi-Automatic,210820,5,5
Toyota,RAV4,2018,3.7,Diesel,Semi-Automatic,165909,5,4
Kia,Optima,2014,3.7,Petrol,Semi-Automatic,96918,4,5
Kia,Sportage,2015,4.6,Electric,Semi-Automatic,275056,5,3
Ford,Fiesta,2022,1.6,Hybrid,Automatic,34818,3,4
Audi,A3,2019,3.7,Diesel,Manual,128588,2,5
Ford,Explorer,2013,1.5,Electric,Manual,67309,3,5
Audi,A4,2017,2.8,Electric,Automatic,156076,3,2
Audi,A4,2017,2.8,Petrol,Manual,134013,4,2
Honda,Accord,2011,4.0,Electric,Manual,279343,3,1
Hyundai,Sonata,2014,4.4,Diesel,Semi-Automatic,92731,2,2
Chevrolet,Impala,2007,1.4,Petrol,Semi-Automatic,149686,5,1
Mercedes,C-Class,2011,2.4,Hybrid,Automatic,12182,2,1
Volkswagen,Golf,2018,2.9,Hybrid,Manual,19860,5,2
Kia,Sportage,2012,1.5,Hybrid,Automatic,248095,3,3
Honda,Accord,2002,1.9,Electric,Semi-Automatic,136171,2,1
Hyundai,Elantra,2011,4.9,Hybrid,Manual,292740,2,3
Hyundai,Sonata,2020,1.7,Petrol,Manual,11757,3,1
Mercedes,GLA,2008,3.0,Hybrid,Manual,121774,3,3
Honda,CR-V,2008,2.3,Hybrid,Automatic,100144,3,3
Volkswagen,Golf,2004,1.2,Petrol,Manual,205648,5,5
Honda,Civic,2007,3.0,Diesel,Manual,45399,3,1
Kia,Rio,2023,2.4,Diesel,Automatic,180980,5,2
Chevrolet,Malibu,2018,2.8,Petrol,Automatic,230958,4,1
BMW,3 Series,2019,1.8,Diesel,Manual,264879,3,4
Volkswagen,Golf,2009,2.0,Diesel,Semi-Automatic,201954,4,5
Toyota,Corolla,2005,3.2,Petrol,Automatic,29885,2,2
Hyundai,Elantra,2008,4.5,Electric,Semi-Automatic,242378,4,3
Honda,Accord,2017,4.1,Electric,Automatic,177019,5,3
BMW,5 Series,2007,4.4,Diesel,Automatic,134697,5,1
Chevrolet,Malibu,2019,3.9,Diesel,Manual,144476,4,5
Toyota,Corolla,2014,3.8,Hybrid,Semi-Automatic,99337,3,4
Audi,A4,2010,2.2,Diesel,Semi-Automatic,7796,5,1
BMW,3 Series,2014,2.7,Electric,Automatic,69430,3,5
Audi,A4,2005,4.1,Electric,Manual,266230,5,4
Volkswagen,Golf,2021,1.7,Petrol,Manual,69739,4,5
Kia,Sportage,2010,3.5,Hybrid,Semi-Automatic,215054,2,1
Mercedes,GLA,2011,2.0,Diesel,Automatic,171458,4,1
Audi,A4,2016,3.8,Electric,Semi-Automatic,40584,3,5
Volkswagen,Tiguan,2021,2.5,Petrol,Manual,216994,3,3
Toyota,Camry,2013,1.6,Petrol,Semi-Automatic,294269,5,3
BMW,X5,2021,3.3,Hybrid,Automatic,48794,4,4
Mercedes,C-Class,2021,1.9,Petrol,Automatic,200177,2,2
Mercedes,GLA,2003,3.6,Petrol,Automatic,207893,2,2
Hyundai,Sonata,2008,3.1,Electric,Semi-Automatic,232100,2,2
Volkswagen,Passat,2023,2.2,Hybrid,Manual,64724,3,4
Kia,Sportage,2002,1.7,Diesel,Automatic,216695,4,5
Volkswagen,Tiguan,2020,2.6,Hybrid,Manual,115468,5,1
Mercedes,C-Class,2013,3.0,Hybrid,Automatic,236300,3,4
Mercedes,GLA,2016,4.7,Diesel,Automatic,220208,2,3
Hyundai,Tucson,2021,4.5,Petrol,Manual,227466,5,5
Mercedes,E-Class,2022,3.6,Diesel,Automatic,198362,5,5
Hyundai,Sonata,2016,1.4,Petrol,Automatic,82265,3,4
Mercedes,GLA,2018,4.1,Electric,Automatic,186690,4,2
Mercedes,GLA,2009,4.6,Petrol,Manual,101116,4,5
Toyota,Corolla,2019,2.6,Electric,Automatic,75419,2,4
Chevrolet,Malibu,2020,4.7,Diesel,Semi-Automatic,246105,4,5
BMW,3 Series,2006,3.0,Diesel,Semi-Automatic,281470,3,4
Volkswagen,Golf,2007,3.2,Diesel,Automatic,60103,2,1
Toyota,RAV4,2021,2.1,Petrol,Manual,289967,4,3
BMW,5 Series,2013,3.8,Diesel,Automatic,48409,4,1
Volkswagen,Tiguan,2008,3.5,Petrol,Semi-Automatic,179107,2,3
Audi,A3,2019,2.8,Petrol,Automatic,275450,3,5
BMW,X5,2014,2.9,Petrol,Manual,29373,4,3
Toyota,Camry,2011,2.0,Diesel,Manual,290151,2,5
Volkswagen,Tiguan,2012,3.9,Diesel,Semi-Automatic,170913,5,3
Honda,Civic,2010,4.9,Diesel,Manual,241911,3,4
Toyota,Camry,2017,2.8,Hybrid,Semi-Automatic,220325,5,2
Kia,Optima,2007,3.0,Electric,Automatic,108785,2,5
Audi,Q5,2002,3.4,Diesel,Manual,3252,2,3
Volkswagen,Tiguan,2018,3.0,Diesel,Manual,45542,4,2
Ford,Explorer,2011,4.7,Diesel,Automatic,152590,5,2
Chevrolet,Equinox,2005,2.6,Hybrid,Semi-Automatic,246894,5,1
Ford,Explorer,2019,3.6,Diesel,Manual,8331,3,1
Hyundai,Tucson,2011,2.1,Hybrid,Automatic,208405,5,5
Audi,Q5,2018,3.2,Hybrid,Automatic,246601,5,5
Honda,Civic,2007,2.1,Hybrid,Automatic,272168,2,5
BMW,3 Series,2004,2.9,Petrol,Automatic,203128,2,3
Chevrolet,Equinox,2000,3.8,Electric,Semi-Automatic,278822,5,2
Hyundai,Elantra,2002,4.3,Diesel,Manual,28597,2,4
Hyundai,Elantra,2006,4.2,Diesel,Semi-Automatic,6007,3,4
Kia,Rio,2019,3.8,Hybrid,Automatic,172526,4,1
Honda,CR-V,2001,2.8,Hybrid,Semi-Automatic,74603,4,1
Audi,A3,2013,4.1,Hybrid,Automatic,289188,2,5
Audi,Q5,2020,1.3,Hybrid,Automatic,100488,2,2
Chevrolet,Impala,2002,4.2,Electric,Semi-Automatic,213561,5,1
Ford,Explorer,2013,4.5,Electric,Automatic,17331,2,3
Kia,Rio,2018,3.3,Petrol,Semi-Automatic,27157,5,3
Toyota,Camry,2016,1.2,Diesel,Manual,157466,4,1
Mercedes,C-Class,2001,2.7,Diesel,Manual,176838,4,5
Kia,Optima,2000,1.2,Electric,Automatic,184243,2,2
Chevrolet,Malibu,2021,4.7,Diesel,Automatic,177602,4,5
Kia,Rio,2004,2.1,Electric,Manual,218620,4,4
Mercedes,GLA,2001,1.6,Petrol,Semi-Automatic,17635,4,3
Kia,Rio,2021,2.0,Hybrid,Semi-Automatic,52286,4,2
Toyota,RAV4,2007,4.9,Hybrid,Semi-Automatic,193478,2,4
Chevrolet,Malibu,2021,4.6,Electric,Automatic,59420,3,3
Audi,A4,2023,2.6,Electric,Manual,113505,4,4
Audi,Q5,2020,2.1,Petrol,Manual,32116,5,2
Volkswagen,Golf,2012,3.2,Petrol,Semi-Automatic,239063,4,1
Audi,A3,2018,4.4,Diesel,Manual,46165,4,3
Audi,A4,2005,4.0,Electric,Manual,203866,4,2
Audi,Q5,2023,3.6,Electric,Manual,238306,5,2
Honda,Civic,2007,4.0,Hybrid,Automatic,46601,3,5
Volkswagen,Golf,2016,3.4,Diesel,Semi-Automatic,135013,4,1
Volkswagen,Golf,2008,1.3,Petrol,Semi-Automatic,289632,2,4
BMW,3 Series,2013,2.3,Petrol,Automatic,158475,4,1
Ford,Explorer,2022,1.3,Petrol,Semi-Automatic,102092,3,4
Toyota,Camry,2005,3.5,Electric,Semi-Automatic,252280,5,1
Audi,A4,2022,3.6,Electric,Automatic,187515,2,5
Kia,Optima,2009,1.6,Electric,Automatic,222076,5,4
Mercedes,E-Class,2011,3.5,Petrol,Semi-Automatic,190224,4,5
Mercedes,E-Class,2007,3.6,Hybrid,Automatic,264856,2,4
Ford,Explorer,2008,4.9,Diesel,Semi-Automatic,92827,2,5
Audi,Q5,2002,2.3,Electric,Semi-Automatic,273206,3,5
Audi,Q5,2005,2.2,Hybrid,Manual,63288,3,3
Volkswagen,Tiguan,2001,2.6,Electric,Automatic,167586,2,2
Kia,Optima,2004,4.6,Petrol,Automatic,285734,4,4
Chevrolet,Malibu,2014,2.0,Diesel,Manual,260213,3,4
Ford,Explorer,2021,5.0,Hybrid,Manual,213777,4,4
Ford,Focus,2017,3.7,Diesel,Semi-Automatic,141739,4,3
Mercedes,C-Class,2017,3.3,Hybrid,Semi-Automatic,141231,3,1
Audi,A4,2008,1.3,Hybrid,Manual,266370,2,2
Audi,Q5,2005,4.4,Petrol,Manual,26960,3,3
Mercedes,C-Class,2009,2.3,Electric,Manual,34712,5,3
Audi,Q5,2002,4.3,Electric,Semi-Automatic,67800,3,1
Mercedes,E-Class,2008,2.7,Petrol,Manual,181728,2,5
Toyota,RAV4,2005,1.3,Diesel,Semi-Automatic,238522,3,3
Chevrolet,Equinox,2002,1.1,Diesel,Semi-Automatic,185040,2,2
BMW,5 Series,2000,5.0,Petrol,Automatic,260128,2,3
BMW,3 Series,2000,4.6,Hybrid,Automatic,283980,2,4
Chevrolet,Equinox,2014,1.9,Petrol,Semi-Automatic,263883,2,3
Kia,Rio,2018,1.5,Diesel,Automatic,119965,2,2
Chevrolet,Equinox,2014,4.5,Hybrid,Manual,58937,2,5
BMW,5 Series,2011,4.7,Petrol,Manual,193401,4,1
Audi,A3,2015,1.9,Hybrid,Manual,169511,4,4
Mercedes,C-Class,2004,4.9,Electric,Manual,83044,3,3
Volkswagen,Tiguan,2003,4.0,Electric,Semi-Automatic,70381,5,2
Toyota,RAV4,2020,1.2,Petrol,Semi-Automatic,6927,4,2
Ford,Focus,2001,2.0,Diesel,Semi-Automatic,67832,3,2
BMW,3 Series,2023,3.5,Hybrid,Automatic,164915,2,3
Chevrolet,Malibu,2016,4.6,Diesel,Automatic,199029,4,4
BMW,X5,2014,1.9,Electric,Manual,38682,3,1
Kia,Optima,2010,2.4,Diesel,Automatic,274652,4,3
Mercedes,GLA,2005,4.3,Petrol,Manual,133571,4,2
Audi,A3,2020,4.4,Electric,Semi-Automatic,125073,5,1
Honda,CR-V,2022,3.4,Diesel,Automatic,248894,5,2
Honda,Civic,2013,2.3,Electric,Automatic,258356,4,2
Ford,Explorer,2006,4.3,Petrol,Semi-Automatic,105635,5,4
Ford,Fiesta,2016,3.6,Diesel,Manual,292131,4,4
Mercedes,GLA,2019,1.8,Petrol,Semi-Automatic,107742,3,4
BMW,3 Series,2020,2.1,Petrol,Manual,50793,3,3
Ford,Fiesta,2008,1.4,Electric,Manual,1123,5,4
Kia,Sportage,2014,3.5,Electric,Manual,57902,2,2
Honda,Accord,2001,1.4,Petrol,Semi-Automatic,287005,4,4
Mercedes,C-Class,2014,4.9,Hybrid,Automatic,284339,5,2
BMW,3 Series,2021,3.9,Petrol,Manual,263073,4,3
Audi,A4,2018,2.9,Petrol,Automatic,107147,3,5
Mercedes,GLA,2011,3.2,Hybrid,Semi-Automatic,176930,5,2
BMW,3 Series,2004,2.2,Electric,Automatic,190504,3,2
Chevrolet,Equinox,2021,4.3,Hybrid,Automatic,189655,5,2
Mercedes,E-Class,2019,3.5,Diesel,Semi-Automatic,195620,2,1
Ford,Fiesta,2016,1.7,Petrol,Manual,241003,2,4
Ford,Explorer,2000,3.3,Diesel,Manual,92704,2,1
Mercedes,C-Class,2019,4.5,Electric,Manual,38471,4,4
Volkswagen,Passat,2006,4.9,Electric,Automatic,65918,2,3
Hyundai,Tucson,2001,1.4,Hybrid,Semi-Automatic,142032,4,4
Audi,Q5,2015,4.7,Electric,Automatic,98489,4,4
Mercedes,C-Class,2015,3.9,Petrol,Automatic,89148,2,1
Kia,Rio,2003,4.1,Hybrid,Manual,209373,3,3
BMW,3 Series,2010,1.1,Electric,Automatic,31604,2,1
Audi,A4,2010,4.1,Electric,Automatic,96811,4,3
Volkswagen,Passat,2007,2.0,Diesel,Semi-Automatic,298306,3,1
Kia,Optima,2022,2.4,Hybrid,Manual,123282,5,1
Volkswagen,Passat,2010,4.3,Electric,Automatic,36065,5,2
Audi,A3,2018,4.5,Diesel,Automatic,258956,4,1
Chevrolet,Impala,2023,3.7,Hybrid,Semi-Automatic,94090,2,5
Honda,Accord,2018,1.5,Diesel,Semi-Automatic,125435,4,2
Hyundai,Sonata,2020,4.7,Petrol,Semi-Automatic,186954,5,2
Toyota,Camry,2007,3.2,Hybrid,Manual,220661,4,3
Volkswagen,Tiguan,2023,3.9,Electric,Manual,233808,5,4
Honda,CR-V,2016,4.5,Hybrid,Automatic,95176,3,2
Hyundai,Tucson,2002,2.7,Electric,Semi-Automatic,93897,3,1
Mercedes,E-Class,2002,1.4,Petrol,Automatic,258150,3,2
Honda,Civic,2002,1.6,Diesel,Semi-Automatic,209751,3,2
Hyundai,Tucson,2015,2.1,Diesel,Manual,184933,5,1
Toyota,Corolla,2002,3.9,Diesel,Semi-Automatic,281616,2,3
Volkswagen,Tiguan,2008,2.9,Petrol,Manual,2954,3,3
Honda,Accord,2013,4.5,Diesel,Manual,192153,2,4
Hyundai,Elantra,2007,2.6,Hybrid,Automatic,163892,2,1
BMW,X5,2021,3.4,Diesel,Automatic,249377,4,1
Volkswagen,Golf,2014,4.5,Petrol,Automatic,108746,2,5
Kia,Sportage,2017,2.6,Electric,Automatic,108462,2,1
Ford,Fiesta,2008,2.7,Petrol,Automatic,277355,3,1
Toyota,Corolla,2000,1.9,Electric,Manual,48815,3,4
Ford,Fiesta,2016,1.1,Petrol,Semi-Automatic,97530,4,5
Hyundai,Elantra,2009,2.2,Electric,Automatic,173798,3,2
Chevrolet,Equinox,2010,4.3,Hybrid,Semi-Automatic,121970,4,4
Honda,Civic,2006,1.3,Electric,Semi-Automatic,222317,3,5
Audi,A3,2010,4.9,Diesel,Semi-Automatic,243840,5,2
Toyota,Camry,2019,3.0,Hybrid,Automatic,71366,4,2
Ford,Fiesta,2010,4.1,Petrol,Automatic,292108,4,4
BMW,X5,2014,5.0,Hybrid,Automatic,175795,3,2
Toyota,RAV4,2023,1.0,Electric,Automatic,131850,3,4
Honda,Civic,2016,1.5,Electric,Semi-Automatic,6248,5,1
Hyundai,Tucson,2023,2.4,Diesel,Manual,165233,5,3
Mercedes,C-Class,2002,4.0,Electric,Automatic,292289,3,1
Chevrolet,Impala,2017,2.1,Diesel,Automatic,140119,5,4
Volkswagen,Passat,2018,4.1,Electric,Semi-Automatic,159375,2,4
Volkswagen,Golf,2002,2.5,Diesel,Manual,235829,2,5
Volkswagen,Passat,2008,2.6,Diesel,Semi-Automatic,159839,4,2
Ford,Explorer,2013,4.5,Petrol,Semi-Automatic,197271,4,5
Mercedes,GLA,2001,1.2,Diesel,Semi-Automatic,92504,3,1
Audi,A4,2002,4.4,Diesel,Semi-Automatic,274125,3,3
Volkswagen,Tiguan,2015,4.6,Hybrid,Automatic,116791,5,5
Honda,CR-V,2002,2.3,Hybrid,Automatic,94746,2,1
Ford,Fiesta,2018,1.6,Diesel,Manual,47344,4,5
Toyota,Corolla,2007,2.8,Diesel,Manual,36288,4,1
BMW,5 Series,2021,4.6,Diesel,Semi-Automatic,249421,5,1
Toyota,Corolla,2010,3.2,Hybrid,Semi-Automatic,3706,4,2
Ford,Fiesta,2002,3.8,Electric,Automatic,260780,4,5
Hyundai,Elantra,2006,3.7,Hybrid,Manual,169269,3,2
Ford,Explorer,2005,2.7,Hybrid,Semi-Automatic,241335,5,3
Ford,Fiesta,2011,1.4,Hybrid,Automatic,30785,4,3
Volkswagen,Passat,2005,3.1,Petrol,Semi-Automatic,130573,4,1
Honda,Civic,2001,3.9,Petrol,Manual,85459,5,2
BMW,X5,2008,2.4,Petrol,Automatic,2880,3,4
Volkswagen,Passat,2010,2.8,Petrol,Semi-Automatic,38770,3,1
Chevrolet,Malibu,2016,4.0,Hybrid,Automatic,110946,5,4
Kia,Sportage,2023,1.7,Petrol,Semi-Automatic,52144,4,1
Chevrolet,Impala,2004,3.2,Petrol,Automatic,31309,3,2
Ford,Explorer,2016,2.1,Diesel,Automatic,253096,2,5
Ford,Explorer,2008,4.1,Electric,Manual,286699,3,5
Hyundai,Sonata,2007,3.2,Diesel,Manual,213982,2,3
Audi,A3,2000,3.5,Hybrid,Automatic,178868,4,4
BMW,3 Series,2007,4.5,Electric,Manual,188241,4,2
BMW,3 Series,2012,4.5,Petrol,Semi-Automatic,78159,3,1
Audi,Q5,2021,4.9,Diesel,Automatic,281135,3,3
Ford,Fiesta,2006,2.7,Hybrid,Manual,51538,2,2
Audi,A3,2001,4.4,Electric,Automatic,17528,5,5
Ford,Fiesta,2014,1.6,Diesel,Automatic,62028,4,1
Kia,Optima,2013,4.0,Diesel,Manual,34829,3,5
Kia,Sportage,2002,4.8,Petrol,Automatic,199318,5,1
Volkswagen,Golf,2022,2.3,Petrol,Semi-Automatic,95978,3,1
Volkswagen,Golf,2005,3.8,Hybrid,Semi-Automatic,164618,5,1
Chevrolet,Malibu,2023,4.3,Diesel,Automatic,271366,4,2
Honda,Accord,2002,2.2,Electric,Automatic,157490,3,1
Chevrolet,Impala,2010,3.2,Electric,Semi-Automatic,89097,3,3
Audi,Q5,2005,4.6,Diesel,Semi-Automatic,117063,2,4
Hyundai,Sonata,2020,3.6,Electric,Semi-Automatic,221974,2,4
Toyota,Corolla,2022,1.1,Electric,Manual,207352,4,1
Chevrolet,Impala,2011,1.7,Petrol,Manual,205613,5,5
Volkswagen,Passat,2000,4.5,Petrol,Manual,179413,3,3
BMW,3 Series,2012,4.0,Electric,Semi-Automatic,11943,5,2
Ford,Focus,2013,1.5,Diesel,Automatic,121184,2,5
Volkswagen,Tiguan,2023,1.4,Petrol,Semi-Automatic,232647,2,2
Toyota,Corolla,2023,1.3,Electric,Semi-Automatic,221773,5,1
Kia,Sportage,2005,2.0,Diesel,Manual,2587,4,5
Honda,CR-V,2007,1.6,Electric,Semi-Automatic,186107,3,1
Kia,Optima,2013,3.1,Diesel,Semi-Automatic,95849,4,5
Ford,Focus,2021,4.9,Electric,Manual,256022,3,1
Mercedes,E-Class,2012,4.9,Diesel,Semi-Automatic,66286,3,5
Chevrolet,Equinox,2006,1.4,Hybrid,Manual,242946,3,3
Toyota,RAV4,2014,3.6,Electric,Manual,105747,4,5
Toyota,Camry,2004,3.9,Diesel,Manual,292261,4,5
Mercedes,E-Class,2019,2.7,Petrol,Semi-Automatic,259731,3,5
Mercedes,C-Class,2004,3.2,Hybrid,Automatic,201279,5,5
Kia,Optima,2012,2.8,Petrol,Manual,101331,4,4
Ford,Explorer,2014,1.3,Diesel,Automatic,136281,3,1
BMW,5 Series,2012,2.5,Diesel,Automatic,123274,4,1
BMW,5 Series,2011,4.4,Hybrid,Automatic,271772,2,4
